TIME STAMP,SET POINT,OFFSET,MISSING DATA POINTS,AREA TEMPERATURE,AHU OPERATIONAL STATUS,ACTUATOR OUTPUT,ACTUATOR FEEDBACK,VFD OUTPUT,VFD FEEDBACK
2018-08-12 02:39:29,24.5,0.5,0,26.39,off,10,11,0,0.0
2018-08-12 02:40:31,24.5,0.5,0,26.4,off,10,11,0,0.0
2018-08-12 02:41:34,24.5,0.5,0,26.39,off,10,11,0,0.0
2018-08-12 02:42:36,24.5,0.5,0,26.42,off,10,11,0,0.0
2018-08-12 02:43:38,24.5,0.5,0,26.44,off,10,11,0,0.0
2018-08-12 02:44:40,24.5,0.5,0,26.42,off,10,11,0,0.0
2018-08-12 02:45:42,24.5,0.5,0,26.44,off,10,11,0,0.0
2018-08-12 02:46:44,24.5,0.5,0,26.47,off,10,11,0,0.0
2018-08-12 02:47:46,24.5,0.5,0,26.47,off,10,11,0,0.0
2018-08-12 02:48:48,24.5,0.5,0,26.5,off,10,11,0,0.0
2018-08-12 02:49:51,24.5,0.5,0,26.49,off,10,11,0,0.0
2018-08-12 02:50:53,24.5,0.5,0,26.47,off,10,11,0,0.0
2018-08-12 02:51:55,24.5,0.5,0,26.5,off,10,11,0,0.0
2018-08-12 02:52:57,24.5,0.5,0,26.5,off,10,11,0,0.0
2018-08-12 02:53:59,24.5,0.5,0,26.5,off,10,11,0,0.0
2018-08-12 02:55:01,24.5,0.5,0,26.53,off,10,10,0,0.0
2018-08-12 02:56:04,24.5,0.5,0,26.54,off,10,10,0,0.0
2018-08-12 02:57:06,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 02:58:08,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 02:59:10,24.5,0.5,0,26.54,off,10,11,0,0.0
2018-08-12 03:00:12,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:01:14,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:02:16,24.5,0.5,0,26.52,off,10,11,0,0.0
2018-08-12 03:03:18,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:04:21,24.5,0.5,0,26.52,off,10,11,0,0.0
2018-08-12 03:05:23,24.5,0.5,0,26.55,off,10,11,0,0.0
2018-08-12 03:06:25,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:07:27,24.5,0.5,0,26.52,off,10,11,0,0.0
2018-08-12 03:08:29,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:09:31,24.5,0.5,0,26.5,off,10,11,0,0.0
2018-08-12 03:10:33,24.5,0.5,0,26.5,off,10,11,0,0.0
2018-08-12 03:11:36,24.5,0.5,0,26.51,off,10,11,0,0.0
2018-08-12 03:12:38,24.5,0.5,0,26.51,off,10,11,0,0.0
2018-08-12 03:13:40,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:14:42,24.5,0.5,0,26.51,off,10,11,0,0.0
2018-08-12 03:15:44,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:16:46,24.5,0.5,0,26.51,off,10,11,0,0.0
2018-08-12 03:17:48,24.5,0.5,0,26.52,off,10,11,0,0.0
2018-08-12 03:18:50,24.5,0.5,0,26.53,off,10,11,0,0.0
2018-08-12 03:19:52,24.5,0.5,0,26.52,off,10,11,0,0.0
2018-08-12 03:20:55,24.5,0.5,0,26.54,off,10,11,0,0.0
2018-08-12 03:21:57,24.5,0.5,0,26.55,off,10,11,0,0.0
2018-08-12 03:22:59,24.5,0.5,0,26.55,off,10,11,0,0.0
2018-08-12 03:24:01,24.5,0.5,0,26.55,off,10,11,0,0.0
2018-08-12 03:25:03,24.5,0.5,0,26.55,off,10,11,0,0.0
2018-08-12 03:26:05,24.5,0.5,0,26.56,off,10,11,0,0.0
2018-08-12 03:27:07,24.5,0.5,0,26.55,off,10,11,0,0.0
2018-08-12 03:28:10,24.5,0.5,0,26.56,off,10,10,0,0.0
2018-08-12 03:29:12,24.5,0.5,0,26.56,off,10,11,0,0.0
2018-08-12 03:30:14,24.5,0.5,0,26.58,off,10,11,0,0.0
2018-08-12 03:31:16,24.5,0.5,0,26.6,off,10,11,0,0.0
2018-08-12 03:32:18,24.5,0.5,0,26.59,off,10,11,0,0.0
2018-08-12 03:33:20,24.5,0.5,0,26.61,off,10,11,0,0.0
2018-08-12 03:34:22,24.5,0.5,0,26.61,off,10,11,0,0.0
2018-08-12 03:35:25,24.5,0.5,0,26.61,off,10,11,0,0.0
2018-08-12 03:36:27,24.5,0.5,0,26.61,off,10,11,0,0.0
2018-08-12 03:37:29,24.5,0.5,0,26.63,off,10,11,0,0.0
2018-08-12 03:38:31,24.5,0.5,0,26.61,off,10,11,0,0.0
2018-08-12 03:39:33,24.5,0.5,0,26.64,off,10,11,0,0.0
2018-08-12 03:40:35,24.5,0.5,0,26.64,off,10,11,0,0.0
2018-08-12 03:41:37,24.5,0.5,0,26.65,off,10,11,0,0.0
2018-08-12 03:42:40,24.5,0.5,0,26.66,off,10,11,0,0.0
2018-08-12 03:43:42,24.5,0.5,0,26.66,off,10,11,0,0.0
2018-08-12 03:44:44,24.5,0.5,0,26.67,off,10,11,0,0.0
2018-08-12 03:45:46,24.5,0.5,0,26.67,off,10,11,0,0.0
2018-08-12 03:46:48,24.5,0.5,0,26.71,off,10,11,0,0.0
2018-08-12 03:47:50,24.5,0.5,0,26.7,off,10,11,0,0.0
2018-08-12 03:48:52,24.5,0.5,0,26.69,off,10,11,0,0.0
2018-08-12 03:49:54,24.5,0.5,0,26.69,off,10,11,0,0.0
2018-08-12 03:50:57,24.5,0.5,0,26.67,off,10,11,0,0.0
2018-08-12 03:51:59,24.5,0.5,0,26.69,off,10,11,0,0.0
2018-08-12 03:53:01,24.5,0.5,0,26.71,off,10,11,0,0.0
2018-08-12 03:54:03,24.5,0.5,0,26.73,off,10,11,0,0.0
2018-08-12 03:55:05,24.5,0.5,0,26.72,off,10,11,0,0.0
2018-08-12 03:56:07,24.5,0.5,0,26.74,off,10,11,0,0.0
2018-08-12 03:57:09,24.5,0.5,0,26.74,off,10,11,0,0.0
2018-08-12 03:58:11,24.5,0.5,0,26.78,off,10,11,0,0.0
2018-08-12 03:59:13,24.5,0.5,0,26.81,off,10,10,0,0.0
2018-08-12 04:00:16,24.5,0.5,0,26.8,off,10,11,0,0.0
2018-08-12 04:01:18,24.5,0.5,0,26.81,off,10,11,0,0.0
2018-08-12 04:02:20,24.5,0.5,0,26.82,off,10,11,0,0.0
2018-08-12 04:03:22,24.5,0.5,0,26.84,off,10,11,0,0.0
2018-08-12 04:04:24,24.5,0.5,0,26.87,off,10,11,0,0.0
2018-08-12 04:05:26,24.5,0.5,0,26.88,off,10,11,0,0.0
2018-08-12 04:06:28,24.5,0.5,0,26.89,off,10,10,0,0.0
2018-08-12 04:07:31,24.5,0.5,0,26.91,off,10,10,0,0.0
2018-08-12 04:08:33,24.5,0.5,0,26.93,off,10,11,0,0.0
2018-08-12 04:09:35,24.5,0.5,0,26.93,off,10,11,0,0.0
2018-08-12 04:10:37,24.5,0.5,0,26.95,off,10,11,0,0.0
2018-08-12 04:11:39,24.5,0.5,0,26.96,off,10,11,0,0.0
2018-08-12 04:12:41,24.5,0.5,0,26.96,off,10,11,0,0.0
2018-08-12 04:13:43,24.5,0.5,0,26.98,off,10,11,0,0.0
2018-08-12 04:14:45,24.5,0.5,0,26.98,off,10,10,0,0.0
2018-08-12 04:15:48,24.5,0.5,0,27.0,off,10,11,0,0.0
2018-08-12 04:16:50,24.5,0.5,0,27.0,off,10,10,0,0.0
2018-08-12 04:17:52,24.5,0.5,0,27.0,off,10,11,0,0.0
2018-08-12 04:18:54,24.5,0.5,0,27.02,off,10,11,0,0.0
2018-08-12 04:19:56,24.5,0.5,0,27.01,off,10,11,0,0.0
2018-08-12 04:20:58,24.5,0.5,0,27.0,off,10,11,0,0.0
2018-08-12 04:22:00,24.5,0.5,0,27.01,off,10,11,0,0.0
2018-08-12 04:23:02,24.5,0.5,0,27.02,off,10,11,0,0.0
2018-08-12 04:24:05,24.5,0.5,0,27.01,off,10,11,0,0.0
2018-08-12 04:25:07,24.5,0.5,0,27.02,off,10,11,0,0.0
2018-08-12 04:26:09,24.5,0.5,0,27.03,off,10,11,0,0.0
2018-08-12 04:27:11,24.5,0.5,0,27.03,off,10,11,0,0.0
2018-08-12 04:28:13,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 04:29:15,24.5,0.5,0,27.03,off,10,11,0,0.0
2018-08-12 04:30:17,24.5,0.5,0,27.02,off,10,11,0,0.0
2018-08-12 04:31:19,24.5,0.5,0,27.03,off,10,11,0,0.0
2018-08-12 04:32:22,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 04:33:24,24.5,0.5,0,27.05,off,10,11,0,0.0
2018-08-12 04:34:26,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 04:35:28,24.5,0.5,0,27.05,off,10,11,0,0.0
2018-08-12 04:36:30,24.5,0.5,0,27.05,off,10,11,0,0.0
2018-08-12 04:37:32,24.5,0.5,0,27.09,off,10,10,0,0.0
2018-08-12 04:38:34,24.5,0.5,0,27.06,off,10,11,0,0.0
2018-08-12 04:39:36,24.5,0.5,0,27.08,off,10,11,0,0.0
2018-08-12 04:40:39,24.5,0.5,0,27.06,off,10,11,0,0.0
2018-08-12 04:41:41,24.5,0.5,0,27.09,off,10,10,0,0.0
2018-08-12 04:42:43,24.5,0.5,0,27.09,off,10,11,0,0.0
2018-08-12 04:43:45,24.5,0.5,0,27.12,off,10,11,0,0.0
2018-08-12 04:44:47,24.5,0.5,0,27.1,off,10,10,0,0.0
2018-08-12 04:45:49,24.5,0.5,0,27.13,off,10,11,0,0.0
2018-08-12 04:46:51,24.5,0.5,0,27.14,off,10,11,0,0.0
2018-08-12 04:47:53,24.5,0.5,0,27.13,off,10,11,0,0.0
2018-08-12 04:48:56,24.5,0.5,0,27.14,off,10,11,0,0.0
2018-08-12 04:49:58,24.5,0.5,0,27.14,off,10,10,0,0.0
2018-08-12 04:51:00,24.5,0.5,0,27.16,off,10,11,0,0.0
2018-08-12 04:52:02,24.5,0.5,0,27.14,off,10,11,0,0.0
2018-08-12 04:53:04,24.5,0.5,0,27.17,off,10,11,0,0.0
2018-08-12 04:54:06,24.5,0.5,0,27.19,off,10,11,0,0.0
2018-08-12 04:55:08,24.5,0.5,0,27.2,off,10,11,0,0.0
2018-08-12 04:56:10,24.5,0.5,0,27.19,off,10,10,0,0.0
2018-08-12 04:57:13,24.5,0.5,0,27.21,off,10,11,0,0.0
2018-08-12 04:58:15,24.5,0.5,0,27.23,off,10,11,0,0.0
2018-08-12 04:59:17,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:00:19,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:01:21,24.5,0.5,0,27.25,off,10,11,0,0.0
2018-08-12 05:02:23,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:03:25,24.5,0.5,0,27.26,off,10,10,0,0.0
2018-08-12 05:04:27,24.5,0.5,0,27.27,off,10,11,0,0.0
2018-08-12 05:05:30,24.5,0.5,0,27.28,off,10,11,0,0.0
2018-08-12 05:06:32,24.5,0.5,0,27.28,off,10,11,0,0.0
2018-08-12 05:07:34,24.5,0.5,0,27.29,off,10,11,0,0.0
2018-08-12 05:08:36,24.5,0.5,0,27.3,off,10,11,0,0.0
2018-08-12 05:09:38,24.5,0.5,0,27.25,off,10,11,0,0.0
2018-08-12 05:10:40,24.5,0.5,0,27.27,off,10,11,0,0.0
2018-08-12 05:11:42,24.5,0.5,0,27.26,off,10,11,0,0.0
2018-08-12 05:12:44,24.5,0.5,0,27.25,off,10,11,0,0.0
2018-08-12 05:13:47,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:14:49,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:15:51,24.5,0.5,0,27.23,off,10,11,0,0.0
2018-08-12 05:16:53,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:17:55,24.5,0.5,0,27.23,off,10,11,0,0.0
2018-08-12 05:18:57,24.5,0.5,0,27.21,off,10,11,0,0.0
2018-08-12 05:19:59,24.5,0.5,0,27.21,off,10,11,0,0.0
2018-08-12 05:21:02,24.5,0.5,0,27.23,off,10,11,0,0.0
2018-08-12 05:22:04,24.5,0.5,0,27.21,off,10,11,0,0.0
2018-08-12 05:23:06,24.5,0.5,0,27.25,off,10,10,0,0.0
2018-08-12 05:24:08,24.5,0.5,0,27.25,off,10,11,0,0.0
2018-08-12 05:25:10,24.5,0.5,0,27.25,off,10,11,0,0.0
2018-08-12 05:26:12,24.5,0.5,0,27.25,off,10,11,0,0.0
2018-08-12 05:27:14,24.5,0.5,0,27.24,off,10,10,0,0.0
2018-08-12 05:28:16,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:29:19,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:30:21,24.5,0.5,0,27.24,off,10,11,0,0.0
2018-08-12 05:31:23,24.5,0.5,0,27.21,off,10,11,0,0.0
2018-08-12 05:32:25,24.5,0.5,0,27.17,off,10,11,0,0.0
2018-08-12 05:33:27,24.5,0.5,0,27.14,off,10,11,0,0.0
2018-08-12 05:34:29,24.5,0.5,0,27.12,off,10,11,0,0.0
2018-08-12 05:35:31,24.5,0.5,0,27.1,off,10,11,0,0.0
2018-08-12 05:36:34,24.5,0.5,0,27.08,off,10,11,0,0.0
2018-08-12 05:37:36,24.5,0.5,0,27.05,off,10,10,0,0.0
2018-08-12 05:38:38,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 05:39:40,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 05:40:42,24.5,0.5,0,27.0,off,10,11,0,0.0
2018-08-12 05:41:44,24.5,0.5,0,27.02,off,10,11,0,0.0
2018-08-12 05:42:46,24.5,0.5,0,27.03,off,10,11,0,0.0
2018-08-12 05:43:48,24.5,0.5,0,27.04,off,10,10,0,0.0
2018-08-12 05:44:51,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 05:45:53,24.5,0.5,0,27.05,off,10,11,0,0.0
2018-08-12 05:46:55,24.5,0.5,0,27.06,off,10,11,0,0.0
2018-08-12 05:47:57,24.5,0.5,0,27.06,off,10,11,0,0.0
2018-08-12 05:48:59,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 05:50:01,24.5,0.5,0,27.04,off,10,11,0,0.0
2018-08-12 05:51:03,24.5,0.5,0,27.01,on,10,11,0,32.76
2018-08-12 05:52:06,24.5,0.5,0,26.95,on,81,11,46,45.0
2018-08-12 05:53:08,24.5,0.5,0,26.89,on,86,47,49,45.0
2018-08-12 05:54:10,24.5,0.5,0,26.88,on,92,89,50,45.0
2018-08-12 05:55:12,24.5,0.5,0,26.78,on,95,95,50,45.0
2018-08-12 05:56:14,24.5,0.5,0,26.64,on,95,98,50,45.0
2018-08-12 05:57:16,24.5,0.5,0,26.5,on,95,98,50,45.0
2018-08-12 05:58:18,24.5,0.5,0,26.36,on,95,98,50,45.0
